X,Y,OBJECT_ID,KODE_DESA,DESA,KODE,PROVINSI,KAB_KOTA,KECAMATAN,DESA_KELUR,JUMLAH_PEN,Nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,POSITIF,Meninggal,Month,Year,Month_Year,PROX_ATTRACTION,PROX_KINDERGARTENS,PROX_SCHOOL,PROX_TERMINAL,PROX_HEALTHCARE
-3625782.34729317,691943.765089181,25472,3173031001,TAMAN SARI,317303,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,17509,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,1390,21,Aug,2021,Aug_2021,0.545315848445472,0.205132547785454,1.32208921165382,22.0945132851305,22.0945132851305
-3627021.22397455,691299.037544747,25473,3173031002,KRUKUT,317303,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,23821,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,1251,16,Aug,2021,Aug_2021,1.31295876777524,0.438472883997209,0.546307135668328,20.920427544113,20.920427544113
-3613861.19156365,691290.859578031,25457,3172061002,PEGANGSAAN DUA,317206,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,59468,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,4374,69,Aug,2021,Aug_2021,7.67031149135353,0.895932266461004,1.66993741563858,34.0319285739337,34.0319285739337
-3616483.46758051,692309.677323108,25458,3172061003,KELAPA GADING BARAT,317206,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,42264,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4039,59,Aug,2021,Aug_2021,5.74745633881586,2.57917522012424,3.18684010768455,31.3577558309859,31.3577558309859
-3639466.32362407,688543.037631116,25460,3173011002,DURI KOSAMBI,317301,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,94759,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,4748,77,Aug,2021,Aug_2021,1.31476014787906,0.266397780929835,3.73244098248989,9.76096363209601,9.76096363209601
-3637231.97863525,689840.907641887,25461,3173011003,RAWA BUAYA,317301,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,78405,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3493,62,Aug,2021,Aug_2021,0.425845954230896,0.123155832439323,1.43559952843041,11.2307696073343,11.2307696073343
-3634384.83396878,691358.812164866,25462,3173011004,KEDAUNG KALI ANGKE,317301,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,40666,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,2138,36,Aug,2021,Aug_2021,0.811061244495963,1.33342191626117,2.39784708308667,13.6156678196672,13.6156678196672
-3626117.34010956,691477.85373241,25474,3173031003,MAPHAR,317303,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,19914,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,1274,27,Aug,2021,Aug_2021,0.993098769315991,0.462530472292391,0.750493901568755,21.8009101136684,21.8009101136684
-3626018.88982047,692811.767621848,25475,3173031004,TANGKI,317303,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,15992,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,1146,18,Aug,2021,Aug_2021,0.634658647951704,0.26180254504991,1.7335622980998,21.810018658155,21.810018658155
-3629671.09423955,690513.123289874,25465,3173021001,GROGOL,317302,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,20792,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,2309,41,Aug,2021,Aug_2021,0.708838433199279,0.173599112901878,0.142380949972255,18.4044097930823,18.4044097930823
-3629300.96759042,689211.340506467,25467,3173021003,TOMANG,317302,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,36093,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,2470,36,Aug,2021,Aug_2021,1.62003867612252,1.02621567576565,1.21344025756902,19.0269293917446,19.0269293917446
-3627055.86808274,693939.608650366,25479,3173031008,PINANGSIA,317303,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,13136,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,791,10,Aug,2021,Aug_2021,0.579782640963299,0.37910180034326,1.87478929267781,20.7615211191939,20.7615211191939
-3627900.63935345,692888.82767327,25480,3173041001,TAMBORA,317304,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,12805,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,785,21,Aug,2021,Aug_2021,0.7058636115347,0.399644640340605,1.06786008231743,19.9267150609002,19.9267150609002
-3629069.69088022,691091.899369767,25481,3173041002,KALI ANYAR,317304,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,30229,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,1166,23,Aug,2021,Aug_2021,0.395938693758865,0.601565719152443,0.543359001828882,18.9121081814991,18.9121081814991
-3628325.0392816,691584.951960668,25482,3173041003,DURI UTARA,317304,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,24495,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,1277,23,Aug,2021,Aug_2021,0.506194440825476,0.716001660722624,0.625893550277847,19.5935747085146,19.5935747085146
-3627712.63275038,691728.642294404,25483,3173041004,TANAH SEREAL,317304,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,32249,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,1941,21,Aug,2021,Aug_2021,1.1182608554949,0.15630021697969,0.109536050031932,20.1889971832223,20.1889971832223
-3629291.53393064,691839.085492824,25485,3173041006,JEMBATAN BESI,317304,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,37262,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,1546,26,Aug,2021,Aug_2021,0.701525152825241,1.31294992743706,0.266034729868347,18.6066936352922,18.6066936352922
-3629611.53453812,692650.579490636,25486,3173041007,ANGKE,317304,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,36428,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,1829,32,Aug,2021,Aug_2021,0.669117801119601,1.38363697588515,0.556438299719918,18.2278830609096,18.2278830609096
-3628567.8887416,692800.308551779,25487,3173041008,JEMBATAN LIMA,317304,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,25893,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,1357,19,Aug,2021,Aug_2021,0.392305749582378,1.04253901443498,1.25808552792968,19.2633825638815,19.2633825638815
-3628597.08743591,693797.491050577,25488,3173041009,PEKOJAN,317304,DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,28357,DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,1799,32,Aug,2021,Aug_2021,0.983419130193703,0.351208259553957,1.31921876427248,19.2185443746155,19.2185443746155
-3627893.24677827,693977.860943399,25489,3173041010,ROA MALAKA,317304,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,4003,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,275,7,Aug,2021,Aug_2021,0.257201930747516,0.68931383633323,2.03323982582423,19.9249454692762,19.9249454692762
-3628275.10413934,690968.198149184,25490,3173041011,DURI SELATAN,317304,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,17493,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,863,17,Aug,2021,Aug_2021,0.638304013757135,0.394623465860062,0.499537270575798,19.716089884477,19.716089884477
-3616539.09653907,685389.390322031,25588,3175021003,CIPINANG,317502,DKI JAKARTA,JAKARTA TIMUR,PULOGADUNG,CIPINANG,48703,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,3575,75,Aug,2021,Aug_2021,3.44057852116845,0.440469315419509,1.03819913502221,32.335555046662,32.335555046662
-3632241.04158133,685923.882227825,25491,3173051001,KEBON JERUK,317305,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,65682,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,5054,84,Aug,2021,Aug_2021,0.324149468287487,1.84981862946748,0.423627890977661,17.3629943288963,17.3629943288963
-3642139.52674725,691091.585000431,25498,3173061001,KALIDERES,317306,DKI JAKARTA,JAKARTA BARAT,KALIDERES,KALIDERES,88802,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,4705,83,Aug,2021,Aug_2021,2.06406650964818,1.3338079475738,2.26255840812174,6.2051234728411,6.2051234728411
-3641614.06701735,689138.07429271,25499,3173061002,SEMANAN,317306,DKI JAKARTA,JAKARTA BARAT,KALIDERES,SEMANAN,88097,DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,2626,54,Aug,2021,Aug_2021,0.13829734088743,0.743464503549058,4.13056964109854,7.63897631228558,7.63897631228558
-3640931.68473656,695725.609785959,25500,3173061003,TEGAL ALUR,317306,DKI JAKARTA,JAKARTA BARAT,KALIDERES,TEGAL ALUR,103199,DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,4485,75,Aug,2021,Aug_2021,5.97954759969324,1.21657950205331,2.51324252742905,7.20341333237349,7.20341333237349
-3642599.38593536,697562.508561284,25501,3173061004,KAMAL,317306,DKI JAKARTA,JAKARTA BARAT,KALIDERES,KAMAL,65858,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,1602,37,Aug,2021,Aug_2021,8.46055894621103,0.624916716452827,4.40518627011708,6.52899222713586,6.52899222713586
-3628432.87721673,686351.431840908,25504,3173071002,SLIPI,317307,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,SLIPI,20457,DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,2135,30,Aug,2021,Aug_2021,1.66527462678903,0.907956539315623,0.738825060144102,20.6931726421387,20.6931726421387
-3628225.71211478,687748.164485112,25505,3173071003,KOTA BAMBU UTARA,317307,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,31468,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,1622,34,Aug,2021,Aug_2021,0.988907366799545,1.02221505545442,2.08879593780498,20.4445690450059,20.4445690450059
-3628285.27809858,688374.141386887,25506,3173071004,JATIPULO,317307,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,JATIPULO,35771,DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,1748,47,Aug,2021,Aug_2021,1.32537180968524,1.61102338815597,2.00262817031696,20.2166946832766,20.2166946832766
-3629778.08210031,686802.513364267,25507,3173071005,KEMANGGISAN,317307,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,39419,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,3016,60,Aug,2021,Aug_2021,1.09418576182475,0.780636665518668,0.835059343218673,19.2752527853933,19.2752527853933
-3637175.62643086,683728.939591959,25511,3173081003,MERUYA SELATAN,317308,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,39306,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,3130,44,Aug,2021,Aug_2021,0.547759728457004,1.69345709388393,3.46070947678582,14.4580290298846,14.4580290298846
-3621826.77032064,681426.180803376,25516,3174011002,TEBET BARAT,317401,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,25585,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,2925,37,Aug,2021,Aug_2021,2.61724589696825,0.658377292962296,0.754935420071402,28.6983122724772,28.6983122724772
-3636423.61359277,682492.874552257,25513,3173081005,JOGLO,317308,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,49663,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,3546,39,Aug,2021,Aug_2021,0.410834654059381,1.99277072313978,3.87617846167301,15.8445578187818,15.8445578187818
-3636633.76228047,686813.779816716,25514,3173081006,KEMBANGAN SELATAN,317308,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,32372,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,2273,26,Aug,2021,Aug_2021,0.428556871885828,1.23568156896938,2.75960572241859,13.0796444380593,13.0796444380593
-3620981.86606101,681637.319967696,25515,3174011001,TEBET TIMUR,317401,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,21645,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,2039,35,Aug,2021,Aug_2021,2.58487921890358,0.698834121670152,0.383285779583677,29.3789880611901,29.3789880611901
-3618585.52768678,681395.062203538,25597,3175031005,CIPINANG CEMPEDAK,317503,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,39817,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,2569,54,Aug,2021,Aug_2021,2.63288147645634,0.228123033049638,1.53177455218691,31.6752800606104,31.6752800606104
-3622887.08767542,681828.065382008,25517,3174011003,MENTENG DALAM,317401,DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,44673,DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,3063,51,Aug,2021,Aug_2021,1.96637501912506,0.637867539785809,0.797446971984014,27.5677796637111,27.5677796637111
-3620745.26178213,683296.264035765,25519,3174011005,BUKIT DURI,317401,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,42224,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,2362,32,Aug,2021,Aug_2021,1.25835564608627,1.49964391383645,1.48105132283044,28.9644022425184,28.9644022425184
-3621741.69291849,684254.149168983,25521,3174011007,MANGGARAI,317401,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,35357,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,1787,24,Aug,2021,Aug_2021,0.444645836929636,0.721859848587616,0.974043074026495,27.6976557255972,27.6976557255972
-3624927.69695126,684012.263360662,25525,3174021004,KARET,317402,DKI JAKARTA,JAKARTA SELATAN,SETIABUDI,KARET,11747,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,1027,10,Aug,2021,Aug_2021,0.820691954110996,1.39081780941476,2.00768691335319,24.8143915014601,24.8143915014601
-3623651.68988874,674228.80958622,25536,3174041002,JATI PADANG,317404,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,45928,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,3383,59,Aug,2021,Aug_2021,2.56291294450671,0.836819757609611,1.68356685193476,30.9402116331844,30.9402116331844
-3625844.94096881,679374.305021589,25532,3174031003,PELA MAMPANG,317403,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,53495,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,3936,66,Aug,2021,Aug_2021,0.513934935864833,2.29762949200216,3.39293500374399,26.1737247978829,26.1737247978829
-3624277.38188864,679437.492667318,25533,3174031004,TEGAL PARANG,317403,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,39961,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,2442,43,Aug,2021,Aug_2021,1.65404981439461,1.17788526298775,1.83432685366822,27.4700704534887,27.4700704534887
-3625325.37296814,681051.684206955,25534,3174031005,KUNINGAN BARAT,317403,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,15788,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,982,9,Aug,2021,Aug_2021,1.4241397364472,1.59391744115657,2.77398816601721,25.7536411483494,25.7536411483494
-3622537.55351106,674171.752323637,25535,3174041001,PASAR MINGGU,317404,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,30208,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,2890,49,Aug,2021,Aug_2021,2.52248823055663,0.372001791788398,0.569119898939457,31.8599930829236,31.8599930829236
-3626051.48156557,673738.292133483,25537,3174041003,CILANDAK TIMUR,317404,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,31320,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,2857,31,Aug,2021,Aug_2021,2.44439905023433,0.247428163804547,2.59401006108765,29.4094716232576,29.4094716232576
-3630621.94548175,675392.336662334,25543,3174051002,PONDOK PINANG,317405,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,67733,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,4734,71,Aug,2021,Aug_2021,2.36314441457726,1.79994323925368,2.31913275524132,24.9586825195457,24.9586825195457
-3630085.88131596,683186.166934941,25545,3174051004,GROGOL UTARA,317405,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,52471,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3012,57,Aug,2021,Aug_2021,0.866170725909517,0.499203250083626,0.816121436384299,20.5615087945355,20.5615087945355
-3630803.96718555,678257.360879963,25547,3174051006,KEBAYORAN LAMA SELATAN,317405,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,50130,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,3479,67,Aug,2021,Aug_2021,0.508193176849492,0.359445027320782,0.582422284677973,22.8562954684559,22.8562954684559
-3628102.83758622,673679.56658002,25548,3174061001,CILANDAK BARAT,317406,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,62119,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,5327,67,Aug,2021,Aug_2021,1.22083126753126,1.28089002169054,1.36655202283561,27.9500794237847,27.9500794237847
-3630379.23788434,672102.786204075,25549,3174061002,LEBAK BULUS,317406,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,44645,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,3922,54,Aug,2021,Aug_2021,0.244184824565692,1.231508744152,3.59202900895508,27.5658142649996,27.5658142649996
-3627848.76710628,679609.965618826,25553,3174071001,MELAWAI,317407,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,3173,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,452,4,Aug,2021,Aug_2021,1.44034863709527,1.00328399833997,2.42032234050315,24.3771016603745,24.3771016603745
-3629178.33209804,680784.65761961,25554,3174071002,GUNUNG,317407,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,11180,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,2330,25,Aug,2021,Aug_2021,0.86875142810873,0.321533538869547,2.21748074340539,22.6178744091746,22.6178744091746
-3629141.41580799,679625.988056651,25555,3174071003,KRAMAT PELA,317407,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,17564,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,1058,10,Aug,2021,Aug_2021,0.288763377826902,0.498418981985426,1.90505230013493,23.3082504993087,23.3082504993087
-3627646.42931882,681119.696893338,25556,3174071004,SELONG,317407,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3381,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,396,6,Aug,2021,Aug_2021,2.00747561991969,0.83180095891636,2.86491398061649,23.7178686944286,23.7178686944286
-3626506.56273443,680918.164469838,25557,3174071005,RAWA BARAT,317407,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,6646,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,590,8,Aug,2021,Aug_2021,1.16649370280261,0.628950421247058,3.00615485793223,24.7968961779098,24.7968961779098
-3626698.98794886,680006.454341493,25560,3174071008,PETOGOGAN,317407,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,14002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,1071,14,Aug,2021,Aug_2021,0.652640892052711,1.43284070166592,3.51361329458988,25.1133409206577,25.1133409206577
-3627412.98863617,677522.629798976,25562,3174071010,CIPETE UTARA,317407,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,41755,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,2780,50,Aug,2021,Aug_2021,2.46138482859227,0.452463354679567,1.9790467084259,25.9500354624368,25.9500354624368
-3622784.29088947,679711.710601886,25563,3174081001,PANCORAN,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,23908,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,2033,32,Aug,2021,Aug_2021,0.759994892768107,0.499496320301646,0.545029611759993,28.6256536636215,28.6256536636215
-3623435.48207712,678565.062880263,25566,3174081004,DUREN TIGA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,34105,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,2423,36,Aug,2021,Aug_2021,0.838126840879358,0.715619382124854,1.21860522962722,28.6429731026983,28.6429731026983
-3620859.73066967,679608.876605396,25567,3174081005,PENGADEGAN,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,25641,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,2175,37,Aug,2021,Aug_2021,1.94727011243301,0.949591981562377,1.62333193564253,30.370115221767,30.370115221767
-3621022.11152395,680160.014998759,25568,3174081006,CIKOKO,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,13083,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,1121,13,Aug,2021,Aug_2021,2.06024153390721,0.699443862490745,1.15184798857681,29.9749393464434,29.9749393464434
-3623977.79586223,666357.743700919,25570,3174091002,SRENGSENG SAWAH,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,70377,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,5155,80,Aug,2021,Aug_2021,1.18397475374362,0.549427378511357,1.75901173651834,36.0993143624536,36.0993143624536
-3626167.50470532,667782.427926772,25571,3174091003,CIGANJUR,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,46102,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,4009,54,Aug,2021,Aug_2021,3.74327096934326,0.558067362998164,1.76793128193921,33.5846343066714,33.5846343066714
-3621352.94782665,672017.195706055,25573,3174091005,TANJUNG BARAT,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,48232,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,3175,56,Aug,2021,Aug_2021,1.38203071709345,1.60750154379197,2.17164213763626,34.1147015017906,34.1147015017906
-3633428.61752469,677816.111312228,25575,3174101001,PESANGGRAHAN,317410,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,33717,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,2405,33,Aug,2021,Aug_2021,0.348285678358811,0.661814729492617,1.41532597179615,21.2663952015691,21.2663952015691
-3634730.02581316,681265.117253492,25577,3174101003,PETUKANGAN UTARA,317410,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,65647,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,3958,47,Aug,2021,Aug_2021,1.03147679106252,0.212983828982698,1.80290572625146,17.9229481153499,17.9229481153499
-3615760.20618652,688682.053825879,25586,3175021001,PULO GADUNG,317502,DKI JAKARTA,JAKARTA TIMUR,PULOGADUNG,PULO GADUNG,42357,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,2576,45,Aug,2021,Aug_2021,6.19435515914553,0.281919940149055,1.62463185443862,32.4296343440639,32.4296343440639
-3633056.78265516,680485.034684352,25579,3174101005,ULUJAMI,317410,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,50117,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,3171,55,Aug,2021,Aug_2021,0.298612232798015,0.690942715541584,0.0440792194727664,19.6954319908893,19.6954319908893
-3619675.0777178,686754.421509339,25581,3175011002,UTAN KAYU UTARA,317501,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,34735,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,2295,60,Aug,2021,Aug_2021,2.93179006232614,0.391442059716233,1.56837538338135,28.9604705205706,28.9604705205706
-3620383.97068783,685771.181168155,25582,3175011003,KAYU MANIS,317501,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,31146,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,2367,40,Aug,2021,Aug_2021,1.90248548002148,0.108762341720778,0.567413224702133,28.5262301823415,28.5262301823415
-3620806.19917999,685629.348378237,25583,3175011004,PALMERIAM,317501,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PALMERIAM,24456,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,1670,29,Aug,2021,Aug_2021,1.48294461490187,0.403053557479981,0.146177301615419,28.1602773851634,28.1602773851634
-3617801.03236693,686845.752538963,25590,3175021005,RAWAMANGUN,317502,DKI JAKARTA,JAKARTA TIMUR,PULOGADUNG,RAWAMANGUN,46034,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,3599,71,Aug,2021,Aug_2021,3.51850161805016,0.300509699891962,1.35069770555594,30.7643986560887,30.7643986560887
-3617783.23112567,689013.046027892,25591,3175021006,KAYU PUTIH,317502,DKI JAKARTA,JAKARTA TIMUR,PULOGADUNG,KAYU PUTIH,49147,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,3960,62,Aug,2021,Aug_2021,4.90087021579022,0.80843050965352,1.58174755432826,30.3798184347489,30.3798184347489
-3620391.05506903,683869.263045689,25593,3175031001,KAMPUNG MELAYU,317503,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,31954,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,1480,18,Aug,2021,Aug_2021,0.789683939541978,1.19001173316507,1.71086565755391,29.0990990441839,29.0990990441839
